REGISTRO_OPERADORA;CNPJ;Razao_Social;Nome_Fantasia;Modalidade;Logradouro;Numero;Complemento;Bairro;Cidade;UF;CEP;DDD;Telefone;Fax;Endereco_eletronico;Representante;Cargo_Representante;Regiao_de_Comercializacao;Data_Registro_ANS
342033;00000000342033;SAMP ESPIRITO SANTO ASSISTENCIA MEDICA SA;SAMP;Medicina de Grupo;RUA PADRE ANTONIO RIBEIRO PINTO;195;SALAS 301,401 A 406 ED. GUIZZARDI CENTER;PRAIA DO SUÁ;Vitória;ES;29052290;27;33349000;33258288;assessoriajuridica@samp.com.br;FÁBIO MINAMISAWA HIROTA;REPRESENTANTE;3;22/12/1998
408522;00000000408522;SANTA CASA DA MISERICÓRDIA DE SÃO JOÃO DEL REI;SASC SANTA CASA DE SAÚDE COMPLEMENTAR;Filantropia;AVENIDA TIRADENTES;389;;CENTRO;São João del Rei;MG;36307346;3;233792000;233792051;ass.adm.santacasa@gmail.com;AGOSTINHO SIMOES COELHO;PROVEDOR;6;23/09/1999
421197;00000000421197;SANTA CASA DE MAUÁ SAÚDE;SANTA CASA DE MAUÁ SAÚDE;Medicina de Grupo;AVENIDA DOM JOSÉ GASPAR;168;;MATRIZ;Mauá;SP;9370670;11;55554643;;superintendencia@santacasamaua.org.br;HARRY HORST WALENDY FILHO;PRESIDENTE;5;18/03/2018
345091;00000000345091;SANTA CASA DE MISERICORDIA DE SAO JOAQUIM DA BARRA;SANTA CASA DE MISERICORDIA DE SAO JOAQUIM DA BARRA;Filantropia;RUA PIRATININGA;1221;;CENTRO;São Joaquim da Barra;SP;14600000;16;38104000;38104022;jadestro@netsite.com.br;ANTONIO LUIS SOARES;PROVEDOR;5;24/12/1998
353264;00000000353264;SANTA CASA DE MISERICORDIA HOSPITAL SÃO VICENTE;HOSPITAL SÃO VICENTE;Filantropia;RUA CEL ALIPIO DIAS;620;;CENTRO;São José do Rio Pardo;SP;13720109;19;36084000;36082000;adm@savisa.com.br;EDSON ROBERTO FURLAN;PROVEDOR;6;31/12/1998
342807;00000000342807;SANTA CASA DE MISERICÓRDIA DE JUIZ DE FORA;SANTA CASA DE MISERICÓRDIA DE JUIZ DE FORA;Filantropia;AV. BARÃO DO RIO BRANCO;3353;;PASSOS;Juiz de Fora;MG;36021630;32;32292239;32162557;santacasa@santacasajf.org.br;JOSÉ SEBASTIÃO PEDROSA;PRESIDENTE DO CONS ADM.;5;22/12/1998
306045;00000000306045;SANTA CASA DE MISERICÓRDIA DE TUPÃ;PLANO SANTA CASA SAUDE DE TUPÃ;Filantropia;RUA MANOEL FERREIRA DAMIÃO;426;;VILA ABARCA;Tupã;SP;17601901;14;34045555;;administrador@santacasatupa.org.br;VALDIR ANTONIO BETTIO;PROVEDOR;5;28/12/1998
330116;00000000330116;SANTA CASA DE MISERICÓRDIA DE VOTUPORANGA;SANSAÚDE;Filantropia;RUA MINAS GERAIS;3051;;SANTA ELISA;Votuporanga;SP;15500000;17;34059133;34059133;adm@sansaude.com.br;AMARO RICARDO QUEIROZ RODERO;Provedor;6;22/12/1998
344915;00000000344915;SANTA CASA DE MISERICÓRDIA E ASILO DOS POBRES DE BATATAIS;SANTA CASA SAÚDE;Filantropia;AV DR. MANOEL FURTADO;235;;CENTRO;Batatais;SP;14300000;16;36601444;36601515;planosaude@santacasabatatais.com.br;MARIA HELENA NORI BOMBONATO;PROVEDORA;5;28/12/1998
422762;00000000422762;SANTA CASA DE MISERICÓRDIA E BENEFICÊNCIA PORTUGUESA;;Filantropia;RUA TIBIRIÇA;1172;;CENTRO;Ribeirão Preto;SP;14010090;16;39775501;;ans@beneribeiraopreto.com;RICARDO MARQUES;DIRETOR PRESIDENTE;5;24/05/2021
420085;00000000420085;SANTA CASA DE SAÚDE - SCS;SCS;Medicina de Grupo;AVENIDA CEZAR HILAL;391;;BENTO FERREIRA;Vitória;ES;29050657;;;;ans@santacasadesaude.com;MARIA DA PENHA RODRIGUES D'AVILA;PROVEDORA;5;30/03/2016
424404;00000000424404;SANTA CRUZ SAÚDE - GESTÃO EM PLANOS DE SAÚDE LTDA;SANTA CRUZ SAÚDE;Administradora de Benefícios;Rua Hélio Yoshiaki Ikeziri;34;Sala 403;Royal Park;Campo Grande;MS;79021435;67;998803590;;santacruzsaudegestao@gmail.com;PAULO DA CRUZ DUARTE;Administrador;;29/04/2025
355097;00000000355097;SANTA HELENA ASSISTÊNCIA MÉDICA S/A.;SANTA HELENA SAÚDE;Medicina de Grupo;RUA BERING;114;;JARDIM DO MAR;São Bernardo do Campo;SP;9750510;11;43481111;43376808;marli.mendes@sham.com.br;ALEXANDRE GINO CAMARGO ZORNIG;Diretor;5;18/12/1998
400190;00000000400190;SANTO ANDRÉ PLANOS DE ASSISTENCIA MÉDICA LTDA.;MEDICAL HEALTH;Medicina de Grupo;RUA DAS FIGUEIRAS;501;;CAMPESTRE;Santo André;SP;9080370;11;28987000;28987000;diretoria@medicalhealth.com.br;MARCELO JOSÉ ISSA;REPRESENTANTE JUNTO À ANS;4;08/02/1999
405582;00000000405582;SANTOS VIP ASSISTÊNCIA ODONTOLÓGICA LTDA;ODONTOMAIS VIP;Odontologia de Grupo;AVENIDA PARAIBA;729;SALA 2;ADRIANOPÓLIS;Manaus;AM;69057021;35;35314000;;vipodont@hotmail.com;MIKE EZEQUIAS NASCIMENTO DOS SANTOS;SÓCIO-PROPRIETÁRIO;6;01/07/1999
421758;00000000421758;SANUS ADMINISTRADORA DE BENEFÍCIOS LTDA;SANUS PLANOS ODONTOLÓGICOS ;Administradora de Benefícios;AVENIDA NOSSA SENHORA DA PENHA;595;SALA 1108 TORRE I;SANTA LUCIA;Vitória;ES;29056245;;;;atendimento@vixmed.adm.br;ANTONIO CARLOS GOMES;ADMINISTRADOR;3;08/04/2019
424633;00000000424633;SAUDE FACIL PLANOS DE SAUDE LTDA;;Medicina de Grupo;ESTRADA FRANCISCO DA CRUZ NUNES;5982;SALA 204;CENTRO;Niterói;RJ;24350310;21;9601788598;;thiago@unimedicasaude.com;SONIA MARIA MEDEIROS DE FIGUEIREDO;ADMINISTRADORA;;23/09/2025
423106;00000000423106;SAUDE INTEGRAL ASSISTENCIA MEDICA LTDA;;Medicina de Grupo;Avenida Antônio Carlos Magalhães;3244.0;Empresarial Thomé de Souza Sala 606;Caminho das Arvores;Salvador;BA;41820000;;;;grapiunna@gmail.com;PATRICIA BRANDAO PANTOJA LINS;Sócio administrador;;02/12/2021
409243;00000000409243;SAUDE PAS - MEDICINA E ODONTO;SAUDE PAS;Autogestão;RUA JERÔNIMO COELHO;212;2º ANDAR;CENTRO;Porto Alegre;RS;90010240;51;30924800;;saudepas@saudepas.com.br;LUIZ ONOFRE MACHADO MEIRA;PRESIDENTE;4;21/10/1999
424463;00000000424463;SAUDE SALV ASSISTENCIA MEDICA LTDA;SALV SAUDE;Medicina de Grupo;AV CALAMA;2561;;LIBERDADE;Porto Velho;RO;76803883;;;;supervisao@salvsaude.com.br;MATHEUS DOS SANTOS BEZERRA;SOCIO ADMINISTRADOR;;29/04/2025
424145;00000000424145;SAUDE VIVA ADMINISTRADORA DE BENEFICIOS LTDA;SAUDE VIVA ADM;Administradora de Benefícios;AV IPIRANGA;313;10 ANDAR SL 04;REPUBLICA;São Paulo;SP;1046010;;;;WILLIAM@VILAVELHA.COM.BR;WILLIAM MARCOS ALZANIAV IPIRANGA;SOCIO ADMINISTRADOR;;24/06/2024
423645;00000000423645;SAUDIA ASSISTENCIA MÉDICA LTDA;POP VITA;Medicina de Grupo;RUA MARTINÉSIA ;113;3º ANDAR;CENTRO;Uberlândia;MG;38400109;34;32396995;;secretariadegovernanca@unimeduberlandia.coop.br;RICHARD CORDEIRO DE OLIVEIRA;DIRETOR SUPERINTENDENTE;;30/10/2023
421154;00000000421154;SAÚDE BRASIL ASSISTÊNCIA MÉDICA LTDA.;SAÚDE BRASIL;Medicina de Grupo;AL MAMORE;535;ESCRITÓRIO 1110 , 11º ANDAR ;ALPHAVILLE CENTRO INDUSTRIAL E;Barueri;SP;6454040;71;91353997;;ceo@opsaudebrasil.com.br;JANAINA ARAUJO MASCARENHAS DA SILVA;SÓCIA-ADMINISTRADORA;6;18/03/2018
414310;00000000414310;SAÚDE BRB - CAIXA DE ASSISTÊNCIA ;SAÚDE BRB;Autogestão;SETOR DE AUTARQUIAS NORTE ;QUADRA 5;LOTE C,  TORRE B,  3º ANDAR - CENTRO EMP;ASA NORTE;Brasília;DF;70040250;61;33251666;30359440;diretorsuperintendente@saudebrb.com.br;ELIANE DE FÁTIMA MONTEIRO;DIRETORA SUPERINTENDENTE;4;07/05/2002
423394;00000000423394;SAÚDE PLENA ADMINISTRADORA DE BENEFÍCIOS LTDA;;Administradora de Benefícios;AV ALVARES CABRAL;344;SALA SALAS 1307 E 1308;LOURDES;Belo Horizonte;MG;30170001;34;98636348;;contato@saudeplenaadm.com.br;CAMILA SANTOS RODRIGUES;Administradora;6;21/11/2022
414930;00000000414930;SAÚDE SANTA TEREZA LTDA.;;Medicina de Grupo;RUA JOSÉ PAULINO;1248;ANDAR 8 CONJUNTO 08;CENTRO;Campinas;SP;13013001;19;37334330;37334332;ggprado@terra.com.br;GUILHERME DE MEDEIROS PRADO;DIRETOR;5;17/08/2004
412058;00000000412058;SBC SAÚDE LTDA.;SBC SAÚDE ;Medicina de Grupo;RUA BLUMENAU;354;;VILA LEOPOLDINA;São Paulo;SP;5319020;11;26598730;;sbc@saudesbc.com.br;OSWALDO MASSUO AKIMOTO ;SÓCIO-ADMINISTRADOR;4;29/08/2000
421634;00000000421634;SD-M OPERADORA DE PLANOS DE SAUDE LTDA;;Medicina de Grupo;ESTRADA INTENDENTE MAGALHÃES;476;;OSWALDO CRUZ;Rio de Janeiro;RJ;21331720;21;24531545;;operadora@sdmoperadora.com.br;LISLEY DOS REIS PAULO;ADMINISTRADORA;4;11/03/2019
358053;00000000358053;SELECT OPERADORA DE PLANO DE SAUDE LTDA;SELECT;Medicina de Grupo;RUA 14;397;LOJA 05 QUADRAC8 LOTE 2/94E EDIF ID VIDA;SETOR OESTE;Goiânia;GO;74120070;62;32242808;32125833;contabilidade@selectoperadora.com.br;AUGUSTO CESAR RAMOS DE ARAUJO;SOCIO/ADMINISTRADOR;5;30/12/1998
414654;00000000414654;SEMPRE ODONTO PLANOS ODONTOLOGICOS LTDA;SEMPRE ODONTO;Odontologia de Grupo;RUA EVARISTO DA VEIGA;55;SALAS 2401 A 2407;CENTRO;Rio de Janeiro;RJ;20031040;21;22726200;;eliseu@sempreodonto.com.br;ELISEU BATISTA DOS SANTOS;SÓCIO;4;10/10/2003
407224;00000000407224;SEPACO SAÚDE LTDA;SEPACO SAUDE;Medicina de Grupo;RUA VERGUEIRO;4210;1º ANDAR;VILA MARIANA;São Paulo;SP;4102900;11;21824676;21824677;produtoseregulacao@sepaco.org.br;LUCI MEIRE PIVELLI USBERCO;ADMINISTRADORA;4;11/08/1999
303739;00000000303739;SERMED-SAÚDE LTDA.;;Medicina de Grupo;Rua Dr. Olidair Ambrósio;1636;;Centro;Sertãozinho;SP;14160170;16;39451212;;legislacao@sermedsaude.com.br;MANOEL RUBENS PORTO FILHO;DIRETOR FINANCEIRO;5;16/12/1998
424188;00000000424188;SERV  SOCIAL AUTÔNOMO DE ASSIST À SAÚDE DOS SERV PÚBLICOS E MILITARES DE GOIÁS;IPASGO SAÚDE;Autogestão;Av. Primeira Radial;586;;Set Pedro Ludovico;Goiânia;GO;74820300;62;32382662;;presidencia@ipasgo.go.gov.br;BRUNO MAGALHÃES D¿ABADIA;Presidente;;01/10/2024
414701;00000000414701;SERVDONTO - PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA;SERVDONTO;Odontologia de Grupo;RUA CEDRO;202;LOJA 01;SÃO JOSÉ;Aracaju;SE;49020170;;;;informatica@servdonto.com.br;HELCIO CASTRO PEREIRA;DIRETOR;2;31/10/2003
417602;00000000417602;SERVIX ADMINISTRADORA DE BENEFÍCIOS LTDA;SERVIX;Administradora de Benefícios;QUADRA CSG;13;LOTES 17,18 E 19 TERREO;TAGUATINGA;Brasília;DF;72035513;61;32989000;;pedro.lima@servixsaude.com.br;IVONETE PIRES DE MORAIS ALECRIM;Representante;4;04/11/2010
324710;00000000324710;SERVIÇO DE ASSISTÊNCIA ODONTOLÓGICA SOCIAL LTDA.;SAOS;Odontologia de Grupo;RUA SÃO BENTO;347;1º ANDAR;CENTRO;Sorocaba;SP;18010030;11;40292699;;financeiro@saos.com.br;CARLOS EUGÊNIO PORTO BRAGA;SOCIO ADMINISTRADOR;6;21/12/1998
345474;00000000345474;SERVIÇO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO);SERPRO;Autogestão;"SGAN QUADRA 601 - MÓDULO ""V"" - 1º ANDAR ";601;;ASA NORTE;Brasília;DF;70836900;61;20218402;20217768;geoffrey.cordeiro@serpro.gov.br;CARLA RIBEIRO ALVES MARQUES;REPRESENTANTE;1;22/12/1998
420077;00000000420077;SERVIÇO SOCIAL DA INDÚSTRIA DO PAPEL, PAPELÃO E CORTIÇA DO ESTADO DE SÃO PAULO - SEPACO;SEPACO;Autogestão;RUA VERGUEIRO;4210;;VILA MARIANA;São Paulo;SP;4102900;11;21824444;55739804;produtoseregulacao@sepaco.org.br;LUCI MEIRE PIVELLI USBERCO;SUPERINTENDENTE GERAL;4;22/02/2016
424595;00000000424595;SF SAÚDE ASSISTÊNCIA MÉDICA LTDA ;SF SAÚDE ;Medicina de Grupo;RUA MINAS GERAIS ;Nº 82;TERREO;ILHA DO LEITE ;Recife;PE;50070400;;;;rinaldosouto@hotmail.com;RINALDO SOUTO GOMES ÁLVARO DA COSTA ;PRESIDENTE EXECUTIVO ;;26/08/2025
423874;00000000423874;SF SAÚDE ODONTOMAIS ASSISTÊNCIA ODONTOLÓGICA LTDA;SF SAÚDE ODONTOMAIS;Odontologia de Grupo;RUA MINAS GERAIS;82;;ILHA DO LEITE;Recife;PE;50070400;81;30105505;;administracao@sfodontomais.com.br;RINALDO SOUTO GOMES ÁLVARO DA COSTA;PRESIDENTE EXECUTIVO SÊNI;;08/01/2024
422371;00000000422371;SF SISTEMAS DE SAÚDE LTDA;;Medicina de Grupo;ALAMEDA RIO NEGRO;877;CJ 206 T B ;ALPHAVILLE CENTRO INDUSTRIAL E;Barueri;SP;6454000;11;46156692;;leandro.colozzi@sagradafamiliasaude.com.br;JOSE AUGUSTO CAVALCANTI MELO;SOCIO ADMINISTRADOR E RES;4;03/09/2020
356476;00000000356476;SIM - CAIXA DE ASSISTÊNCIA À SAÚDE;SIM;Autogestão;RUA VINTE E QUATRO DE ABRIL;2977;SLJ CENTRO EXECUTIVO PALHOÇA;CENTRO;Palhoça;SC;88131030;48;32169200;;sim@simplanodesaude.com.br;ALFEU LUIZ ABREU;DIRETOR EXECUTIVO;6;21/12/1998
361011;00000000361011;SINDIFISCO NACIONAL - SINDICATO NACIONAL DOS AUDITORES-FISCAIS DA RECEITA FEDERAL DO BRASIL;SINDIFISCO NACIONAL;Autogestão;SDS CONJUNTO BARACAT, 1º ANDAR SALAS 1 A;11;;ASA SUL;Brasília;DF;70392900;61;21035205;;saude@unafiscosaude.org.br;ADRIANO LIMA CORRÊA;DIRETOR DE PLANO DE SAÚDE;4;28/12/1998
344095;00000000344095;SISDENTE - SISTEMA INTEGRADO DE SAÚDE DENTAL LTDA.;SISDENTE;Odontologia de Grupo;RUA DR OLAVO GOMES PINTO;160;SALAS 42 E 44;CENTRO;São Lourenço;MG;37470000;35;33312121;33312121;sisdentesaolourenco@yahoo.com.br;GERALDO MAGELA FREIRE;REPRESENTANTE;6;22/12/1998
423556;00000000423556;SISO PLANO ODONTOLOGICO LTDA;;Odontologia de Grupo;Rua Cesario Motta;251;;centro;Matão;SP;15990050;16;33825566;;siso-siso@hotmail.com;PAULO EDUARDO CORREA;SÓCIO-ADMINISTRADOR;;19/04/2023
418790;00000000418790;SISTEMA 1 SERVIÇOS DE ASSISTÊNCIA À SAÚDE SUPLEMENTAR;ONEPLAN PLANOS ODONTOLÓGICOS;Odontologia de Grupo;RUA PRUDENTE DE MORAES;220;;VILA ESTRELA;Ponta Grossa;PR;84040150;42;32247373;;rafael@oneplan.com.br;RAFAEL RAZOUK;REPRESENTANTE LEGAL;5;04/03/2013
403865;00000000403865;SISTEMA INTEGRADO DE SAUDE ORAL LTDA-EPP;PLANIDENTE;Odontologia de Grupo;RUA CONSELHEIRO DANTAS;57/58;ED. PARAGUASSU-SALA 705;COMERCIO;Salvador;BA;40015070;71;33260070;32414212;gerencia@planidente.com.br;JOSÉ MATHEUS DA CONCEIÇÃO;SÓCIO ADMINISTRADOR;6;28/04/1999
333239;00000000333239;SISTEMA PREVSAUDE DENTAL LTDA;PREVTOP;Odontologia de Grupo;AVENIDA DUQUE DE CAXIAS;1422;;CENTRO;Fortaleza;CE;60035111;85;35352200;;juridico@prevtop.com.br;LUCINEIDE ALVES DE MELO ALBUQUERQUE;SÓCIO ADMINSTRADOR;5;28/12/1998
402001;00000000402001;SISTEMA TOTAL DE SAÚDE LTDA.;STSAUDE - SISTEMA TOTAL DE SAUDE;Medicina de Grupo;RUA AURÉLIA;652;;VIILA ROMANA;São Paulo;SP;5046000;11;38622980;38710257;cemesp@uol.com.br;SALIM NADER NETO;SOCIO ADMINISTRDOR;4;12/03/1999
352586;00000000352586;SISTEMAS E PLANOS DE SAÚDE LTDA.;SISTEMAS;Medicina de Grupo;AV VIEIRA DE CARVALHO;172;9° ANDAR;REPÚBLICA;São Paulo;SP;1210902;11;32241200;32241200;juridico@sistemasplanosdesaude.com.br;ROGÉRIO GUEDES COSTA;REPRESENTANTE LEGAL;4;17/12/1998
402095;00000000402095;SITO - SISTEMA INTEGRADO DE TRATAMENTO ODONTOLÓGICO LTDA;DENT SYSTEM;Odontologia de Grupo;RUA 14 DE JULHO;585;;VILA CONRADO;São João da Boa Vista;SP;13870972;19;36331826;36331826;dentsystem@uol.com.br;FRANCISCO DE ASSIS ALMEIDA PEREIRA;SÓCIO ADMINISTRADOR;6;15/03/1999
420051;00000000420051;SMART CARE SISTEMAS MÉDICOS E ODONTOLÓGICOS LTDA.;SMARTCARE ODONTOLOGIA;Odontologia de Grupo;ALAMEDA SANTOS;1827;11º ANDAR, SALA 111;CERQUEIRA CÉSAR;São Paulo;SP;1419100;;;;regulatorio@bluemedsaude.com.br;RICARDO GUIMARÃES DE QUEIROZ ;ADMINISTRADOR;5;03/02/2016
423947;00000000423947;SMILES ODONTO LTDA.;;Odontologia de Grupo;RUA DISTRITO FEDERAL;50;APT 902;CHACARA PAULISTA;Maringá;PR;87005100;62;999439494;;rafael_maistro@hotmail.com;EZEQUIAS MAISTRO;SOCIO ADMINISTRADOR;;25/03/2024
326500;00000000326500;SOBAM CENTRO MÉDICO HOSPITALAR S.A.;SOBAM CENTRO MÉDICO HOSPITALAR S.A.;Medicina de Grupo;RUA VINTE E TRES DE MAIO;790;1º ANDAR;VIANELO;Jundiaí;SP;13207070;11;45831233;45831235;marcia.miranda@anacostasaude.com.br;ALEXANDRE GINO CAMARGO ZORNIG;REPRESENTANTE;5;21/12/1998
415898;00000000415898;SOCIEDADE BENECAP DE ASSISTÊNCIA À SAÚDE;BENECAP SAUDE;Medicina de Grupo;SCRS  QD 508 BLOCO B LOJA 25;25;;ASA SUL;Brasília;DF;70351550;61;33483400;33483422;benecap@benecap.com.br;WALTER PAES LANDIM RIBEIRO;PRESIDENTE;4;26/12/2006
413721;00000000413721;SOCIEDADE BENEFICENTE DEZOITO DE JULHO;SOCIEDADE BENEFICENTE DEZOITO DE JULHO;Medicina de Grupo;AVENIDA DEZOITO DE JULHO;227;;SÃO JOSÉ;Além Paraíba;MG;36660000;32;34624053;34624047;cbn@cbnassessoria.com.br;KIRCLE TAVARES BASTOS;REPRESENTANTE LEGAL;6;21/05/2001
411809;00000000411809;SOCIEDADE DE ASSISTÊNCIA MÉDICA - SAMEISA;SAMEISA ;Autogestão;AV. FRANCISCO MARTINS BASTOS ;80;;SANTA TEREZA ;Rio Grande;RS;96201650;53;32338240;;ivoklein@sameisa.com.br;IVO JOSE KLEIN;COORDENADOR ADMINISTRATIVO;4;27/07/2000
413941;00000000413941;SOCIEDADE DE ASSISTÊNCIA ODONTOLOGICA DE GRUPO/RN - DENTAL MED CENTER/RN;DENTAL MED CENTER;Odontologia de Grupo;AVENIDA RIO BRANCO;440;;CENTRO;Natal;RN;59025000;84;31333555;;gerenciaadm@dentalmedcenter.com.br;LUCIANO OLIVEIRA DOS SANTOS;DIRETOR PRESIDENTE;5;19/06/2001
413372;00000000413372;SOCIEDADE PORTUGUESA DE BENEFICÊNCIA;SAUDE MAIOR;Filantropia;RUA ANDRADE NEVES;915;;CENTRO;Pelotas;RS;96020080;53;30252555;32782711;adm@saudemaior.com.br;CARLOS ALBERTO RAJÃO FRIO;PRESIDENTE;6;21/03/2001
416410;00000000416410;SOCIODONTO PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA;ODONTOPLAN BH;Odontologia de Grupo;RUA GOITACAZES;375;SALA 1104;CENTRO;Belo Horizonte;MG;30190050;31;32263996;32263221;contato@socioodonto.com.br;ANDERSON GONÇALVES;SÓCIO ADMINISTRADOR;4;30/10/2007
423068;00000000423068;SOLIDUS ADMINISTRADORA DE BENEFICIOS E SOLUCOES EM SAUDE LTDA;SOLIDUS ADMINISTRADORA DE BENEFICIOS;Administradora de Benefícios;Rua Monsenhor Aderbal Miranda;875;sala 02;Brasília;Feira de Santana;BA;44088180;71;34865825;;contato@solidusadministradora.com.br;SIDNEY SILVA SANTOS;Sócio administrador;;22/11/2021
415871;00000000415871;SOLIMEO ASSISTÊNCIA ODONTOLÓGICA LTDA.;SOLIDENTE;Odontologia de Grupo;Rua da Quitanda;162;Segundo Andar;Centro;São Paulo;SP;1012010;;;;ADMINISTRACAO@SOLIDENTE.COM.BR;CARLOS EDUARDO SOLIMEO;SOCIO;3;19/12/2006
422291;00000000422291;SOLUTIONS ADMINISTRADORA DE BENEFICIOS LTDA;SOLUTIONS ADMINISTRADORA;Administradora de Benefícios;RUA SETE DE SETEMBRO;92;SALA 2208, GALERIA MASSON;CENTRO;Rio de Janeiro;RJ;20050002;21;25337884;;ouvidoria@solutionsbeneficios.com.br;MARCELO PINTO CRAVO;Representante Legal;6;27/07/2020
424153;00000000424153;SOMA ADMINISTRADORA DE BENEFICIOS LTDA ;SOMA ADMINISTRADORA ;Administradora de Benefícios;AVENIDA RIO BRANCO;26;SBL;CENTRO;Rio de Janeiro;RJ;20090001;31;91159750;;TOPBRAS@TOPBRAS.COM.BR;CLAUDNEY DOS SANTOS BARBOSA;SOCIO ADMINISTRADOR ;;30/07/2024
403245;00000000403245;SOPREVI SERVIÇO ODONTOLÓGICO PREVENTIVO INTEGRADO LTDA;SOPREVI SAÚDE BUCAL;Odontologia de Grupo;RUA QUINTINO BOCAIÚVA;694;CJ 708;MOINHOS DE VENTO;Porto Alegre;RS;90440050;5;133316151;133316151;soprevi@soprevi.com.br;DANUSA QUEIROZ DE CARVALHO;SÓCIA-GERENTE;4;12/03/1999
419524;00000000419524;SORRIDEN CONVÊNIOS ODONTOLÓGICOS S.A.;SORRIDEN;Odontologia de Grupo;ALAMEDA RIO NEGRO;500;CONJUNTO 305 - TORRE 2;ALPHAVILLE;Barueri;SP;6454000;11;20765040;;ouvidoria@sorriden.com.br;CLEBER SOARES DE SOUZA;REPRESENTANTE;4;22/09/2014
421472;00000000421472;SORRISO STUDIO PLANO DE SAUDE LTDA;SORRISO STUDIO;Odontologia de Grupo;RUA FORTUNATO;286;;VILA BUARQUE;São Paulo;SP;1224030;11;985457335;;sorrisostudioplanos@gmail.com;MARCIA REGINA GROMOSKI VILELA;sócio administrador;4;09/10/2018
6246;00000000006246;SUL AMERICA COMPANHIA DE SEGURO SAÚDE;;Seguradora Especializada em Saúde;RUA DO PASSEIO;42;6º PAVIMENTO;CENTRO;Rio de Janeiro;RJ;20021290;11;37797400;;atendeans@sulamerica.com.br;RAQUEL REIS CORREA;REPRESENTANTE;1;16/12/1998
417815;00000000417815;SUL AMÉRICA ODONTOLÓGICO S/A;;Odontologia de Grupo;ALAMEDA SANTOS;2.101;5º ANDAR;CERQUEIRA CÉSAR;São Paulo;SP;1419911;11;37797400;;atendeans@sulamerica.com.br;RAQUEL REIS CORREA;DIRETORA PRESIDENTE;1;24/01/2011
416428;00000000416428;SUL AMÉRICA PARANÁ CLÍNICAS SERVIÇOS DE SAÚDE S.A.;;Medicina de Grupo;ALAMEDA SANTOS ;2.101;4º ANDAR;CERQUEIRA CÉSAR;São Paulo;SP;1419911;11;37797400;37795848;atendeans@sulamerica.com.br;RAQUEL REIS CORREA;DIRETORA PRESIDENTE;1;31/10/2007
423718;00000000423718;SUL DO PARÁ LTDA;SUL DO PARÁ;Medicina de Grupo;Q CINCO;7;FOLHA CSII 30 LOTE G06 E G07;NOVA MARABÁ;Marabá;PA;68507370;94;81907000;;contabilidade@suldoparasaude.com.br;MARCELO FERREIRA BEZERRA;ADMINISTRADOR;5;02/10/2023
338346;00000000338346;SULMED - ASSISTÊNCIA MÉDICA LTDA;SULMED;Medicina de Grupo;AV INDEPENDENCIA;386;;INDEPENDÊNCIA;Porto Alegre;RS;90035070;51;32201000;32249338;sulmed@sulmed.com.br;ELIENE APARECIDA CANDIAN;REPRESENTANTE LEGAL JUNTO À ANS;4;16/12/1998
421405;00000000421405;SUPERMED ADMINISTRADORA DE BENEFÍCIOS LTDA.;;Administradora de Benefícios;RUA LAURO MULLER;116;SALAS 2703, 3101, 3107 E 3108;BOTAFOGO;Rio de Janeiro;RJ;22290160;;;;vcamarafilho@gmail.com;ARISTIDES DA SILVA DANTAS NETO;REPRESENTANTE LEGAL;4;19/07/2018
424498;00000000424498;SUPORTE ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios;RUA QUINZE DE NOVEMBRO;228;APTO 304;CENTRO;Niterói;RJ;24020125;21;9601788598;;thiago@unimedicasaude.com;ALEXANDRE RODRIGUES DA SILVA;ADMINISTRADOR;;29/04/2025
412252;00000000412252;SV SAUDE ADMINSTRADORES DE PLANO DE SAUDE LTDA;TUIUIU ADM. DE PLANO DE SAUDE LTDA;Medicina de Grupo;RUA CARVALHO ALVIM;261;PARTE;TIJUCA;Rio de Janeiro;RJ;20510100;21;32949000;;svsaude@svsaude.com;FELIPE D'AZEVEDO LEMOS;REPRESENTANTE JUNTO A ANS;4;14/09/2000
319180;00000000319180;SÃO DOMINGOS SAÚDE- ASSISTÊNCIA MÉDICA  LTDA;SÃO DOMINGOS SAÚDE;Medicina de Grupo;RUA TREZE DE MAIO;1.437;;CENTRO;Catanduva;SP;15800010;17;35317777;35317777;sds@saodomingossaude.com.br;JOSÉ RENATO PIZARRO;PRESIDENTE;6;16/12/1998
403962;00000000403962;SÃO FRANCISCO ASSISTÊNCIA MÉDICA LTDA;HGU SAÚDE;Medicina de Grupo;AV. DR. FERNANDO GOES;1076;;CENTRO;Petrolina;PE;56304020;8;738668250;738668250;hgusaude@hgusaude.com.br;GILBERTO ANTÔNIO MACIEL DUQUE PORTO;Socio / Diretor ¿ ADM/ financeiro;5;28/04/1999
344362;00000000344362;SÃO LUCAS SAÚDE S/A;HAPVIDA NOTREDAME SAO PAULO;Medicina de Grupo;AV. BRASIL;1530;;SANTO ANTONIO;Americana;SP;13465770;19;34771000;34771004;ans@intermedica.com.br;LUIZ CELSO DIAS LOPES;REPRESENTANTE LEGAL;5;23/12/1998
